title,rate,desc,tags,url
PHP парсер для сбора и ведения статистики активности пользователей на различных форумах,$724,"PHP парсер для сбора и ведения статистики активности пользователей на различных форумах.

Смотрите задание в прикрепленном файле. PHP 7+. 

Пожалуйста игнорируйте файл [login to view URL] и используйте файл X-Boarding [login to view URL]","Laravel, MySQL, PHP",https://www.freelancer.com/projects/php/php-24385085/
4 php experts: migrate from mpdf to wkhtmltopdf,$103,"You are a very experienced PHP developer (5+ years fulltime dev)
you have used already tons of time wkhtmltopdf?

Great we search for you!
Your task would be to replace the mpdf with wkhtmltopdf in this extension: [login to view URL]
To analyse the extension here the download: [login to view URL]

What do we want?
- a git delivery (we share you","PHP, Software Development",https://www.freelancer.com/projects/php/php-experts-migrate-from-mpdf/
AJAX diagnosis,$19,"$(document).ready(function () {
                    alert(""fsedfaeg"");
                   $.ajax({
                        type: ""POST"",
                        url: ""[login to view URL]"",
                        contentType: ""application/json; charset=utf-8"",
                        dataType: ""json"",  
                        success: funct...","AJAX, Javascript, jQuery / Prototype, PHP, XML",https://www.freelancer.com/projects/ajax/ajax-diagnosis/
Scheduling project,$19,Bonfire and php project developer for existing development,"HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/scheduling-project-24386205/
Connect a custom BigCommerce site to Amazon Pay,$144,The checkout process is built with PHP/jQuery with the BigCommerce API. Need to Connect a custom BigCommerce site to Amazon Pay,"API, BigCommerce, jQuery, PHP",https://www.freelancer.com/projects/php/connect-custom-bigcommerce-site-amazon/
Need help with my web project,$30,"I need help with building my website, espesically CSS and PHP","CSS, Graphic Design, HTML, PHP, Website Design",https://www.freelancer.com/projects/php/need-help-with-web-project/
Php to telegram,$24,"php to telegram.

The website needs to send to telegram bot.","HTML, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/php-telegram/
Hello i need crystal or Ruby developer,$40,I want crystal or ruby developer for using my script. I now have installing script my server and this script work. I need now this script using php command. How can i using php command get data with this script ?,"Crystal Reports, PHP, Ruby, Ruby on Rails",https://www.freelancer.com/projects/php/hello-need-crystal-ruby-developer-24384563/
I need crystal or Ruby Developer,$55,"i want crystal for youtube with php.
 I have work sytems with crystal language .i now need how i can get request this sytems with phpi want crystal for youtube with php.
 I have work sytems with crystal language .i now need how i can get request this sytems with php","Crystal Reports, Javascript, PHP, Ruby, Ruby on Rails",https://www.freelancer.com/projects/ruby-on-rails/need-crystal-ruby-developer/
JSON PHP expert in Redsys gateway if you dont know REDSYS dont bid,$13/hr,"Hi! don't waste time if you don't know Redsys, we need a php developer with knowledge in gateways like Redsys, Paypal. The task: To go to the ""thank you"" page  automatically after the transaction is accepted 

Please write redys in the begin of  your bid to be considered, autobid will be informed, thank you!","HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/html/json-php-expert-redsys-gateway/
I need to rewrite the site url in php,$107,"I am having the script script, working normally, but I want to change the url rewirte.
Specifically [login to view URL] I want it to rewirte [login to view URL]
....
scripts use php, rewrite with php, don't use .htaccess","AJAX, Javascript, PHP",https://www.freelancer.com/projects/php/need-rewrite-the-site-url/
Need PHP Developer -- 3,$22,Need PHP developer for urgent basis..One form validation and form page little design  required other just need display the page correctly..max 1 or 2hrs job. only bid the project who start now.,"HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/need-php-developer-24383334/
Help with these tasks BId only if you can do them today -,$23,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid-24383301/
INTEGRATE YOUTUBE DOWNLOADER ONTO A SCRIPT BUILT ON PHP (MVP),$29,I bought a script (Playtube) from code canyon... I need youtube video downloader integrated to the script,"HTML, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/integrate-youtube-downloader-onto-script/
MobileApp (iOS/Android) to manage documents,$209,"...category in a dropdown list (from API)
- Enter free text (mulitline)
- Send picture to a web server
- Keep an history of uploaded images

Backend :
REST API must be done with PHP SlimFramework & MySQL/MariaDB.
Endpoints are :
- POST /api/v1/login - params : username/password - return authToken
- GET /api/v1/categories - params : authToken - return JSON","Android, iPhone, Mobile App Development, PHP Slim, React Native",https://www.freelancer.com/projects/mobile-phone/mobileapp-ios-android-manage-documents/
Read and Place the Bid Web Development,$770,"TEMPLATE PASTERS, PLEASE DO NOT PASTE YOUR USUAL TEMPLATES. READ AND POST IT, IF YOU CANOT DO IT, DONT POST YOUR TEMPLATES HERE FOR ADVERTISING. ITS USELESS FOR YOU AND ME. Need a PHP developer from Chennai as freelancer. He can come to our office and work or can work from remote. Contract for 2-3 months. Should have a minimum experience for 4 years.","AJAX, jQuery / Prototype, Laravel, Local Job, MySQL, PHP",https://www.freelancer.com/projects/php/read-place-the-bid-web/
Private project or contest #24382253,"",Please Sign Up or Login to see details.,"CSS, Drupal, Javascript, PHP, PSD to HTML",https://www.freelancer.com/login?goto=NDYzMmIwZTRjZTgzYmMyMDM0YjFkY2RhYmU5YWNkNzhodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9kcnVwYWwvY21zLXdlYnNpdGUtZGV2ZWxvcG1lbnQv
I need PHP website developer,$965,We are planning job portal website. We need a developer.....[Removed by Freelancer.com Admin],"Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/need-php-website-developer-24381850/
Private project or contest #24381585,"",Please Sign Up or Login to see details.,"Computer Security, Docker, Full Stack Development, Software Architecture",https://www.freelancer.com/login?goto=ZmE2ZDFhOWExZmQ5MjcyNjhjYmU0NmFiZTNkNDIxOGJodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy8yNDM4MTU4NS5odG1s
agnet/website carection 2 -- 6,$4/hr,"I want website correction as for [login to view URL] and [login to view URL], mobile and desktop version and som development in the PHP worklist
Some work
[login to view URL] image
2. email template 
[login to view URL] function website in in website in in Hindi
4. Facebook login and secret ID and [login to view URL] profile review
6. astrologer","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/agnet-website-carection-24381059/
Required HTML5 based Web Developer,$7/hr,"Good understanding of front end technologies , including HTML5, CSS, Javascript/JQuery, Bootstrap, PHP, Browser Developer Tools, Responsive Design required.

Freelancers/Candidates will be required to work onsite in our office at Okhla Phase-1, New Delhi.","CSS, HTML, HTML5, Javascript, PHP",https://www.freelancer.com/projects/css/required-html-based-web-developer/
B2B & B2C WhiteLable Portal in PHP - 13/03/2020 08:37 EDT,$249,"This is a white lable portal build in php in this portal i want to integrat all services like  
All Recharge, 
AEPS,  
Money Transfer 
BBPS 
Pan Centre (UTI & NSDL) 
Railway Tiket Booking 
GST Registration  
Bus Booking 
Flight Booking","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/whitelable-portal-php-edt/
B2B & B2C WhiteLable Portal in PHP,$416,"This is a white lable portal build in php in this portal i want to integrat all services like 
All Recharge, AEPS, 
Money Transfer
BBPS
Pan Centre (UTI & NSDL)
Railway Tiket Booking
GST Registration 
Bus Booking
Flight Booking","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/whitelable-portal-php/
Build Custom PHP (or Node.js) script that uses the Emma Email API to export data and write to csv files,$502,"Info on the Emma API here: [login to view URL]

Global overview of the project:

Cron (website server function to call application) will run a PHP (or node.js) script that will write files (csv) to an FTP folder (daily or weekly?). Files will be named after the time period ([login to view URL] for example). 

I will set up shortcuts here (my offices)","HTML, MySQL, node.js, PHP, Software Architecture",https://www.freelancer.com/projects/php/build-custom-php-node-script/
Parking Domain via Php,$22,"Hello
I want to add a simple parking domain system into Cpanel via PHP on my website admin panel .

thank you","HTML, MySQL, PHP",https://www.freelancer.com/projects/php/parking-domain-via-php/
edit withdrawal restriction in my website code,$31,"I bought a php script ,but the script has some restrictions for withdrawal,I want to edit the code so that withdrawal can be possible no matter how much in the account","Full Stack Development, Laravel, PHP, Web Development",https://www.freelancer.com/projects/full-stack-development/edit-withdrawal-restriction-website-code/
Edit PHP script for invoicing pdf for website,$34,"I have 3 php scripts that need editing to a new style.

1. Invoice Page.
2. Invoice Reminder Page.
3. Invoice Paid.

Note the only difference from 1, to 2. and 3. Is that 
2 will have a RED NOTE saying ' REMINDER.
and 
3. Will have a note saying PAID.


Attached is the existing invoice and the proposed changes.","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/edit-php-script-for-invoicing/
Develop event management website,$388,We are searching Php developer for develop event management website,"Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/develop-event-management-website/
Survey Form with realtime Charts,$58,"Hello.i need a wordpress plugin or gravity forms [login to view URL] php code which can do a survey form with charts integrated with colors like this page [login to view URL] We need to add logical [login to view URL] when answer is no to show a red [login to view URL] on final to show the full [login to view URL] check the demo page.
prefered [login to view URL]","CSS, HTML, Javascript, PHP, WordPress",https://www.freelancer.com/projects/php/survey-form-with-realtime-charts/
"Looking for a python flask, tensorflow, scraping expert with math skills -- 2",$234,"...developing a system to analyse ppv data and calculate bonus information from DXN.
You need to go to this site and check some pages.
[login to view URL]
Code: 144090436
Password: wedad1971
Please try to login and go to this page: [login to view URL]
Based on scraping these","Python, SQLite, Tensorflow, Web Scraping",https://www.freelancer.com/projects/python/looking-for-python-flask-tensorflow-24377829/
Looking for a laravel Expert for urgent Job with Cron and scheduling,$122,"...2 action but after that, especially laravel schedule command doesn't work anymore

-I added an extension into php. ini file.
-And I  edited the crontab file on the server.

After these actions, when I execute the schedule command such as php artisan log:demo.
It doesn't work anymore.
It was worked before I did those actions.

If anyone experiences, please","HTML, Laravel, Linux, MySQL, PHP",https://www.freelancer.com/projects/php/looking-for-laravel-expert-for-24377377/
Laravel MySQL PHP Expert,$6/hr,"I am looking for an expert in Laravel / My SQL / PHP to amend my existing website.

It is a long time opportunity, please register your interest.

The successful candidate will be working on amending the design and data base.

Your past feedback is important.","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/laravel-mysql-php-expert/
PHP + jQuery,$5/hr,"Requirements:
1. Familiar with jQuery plugin Data Tables
2. Core PHP   5 year experience
3. Long term, must work at least 4 hours a day before 10PM (GMT-8)

Please show a link with the application of Data Tables at the beginning of your bid. 
Or don't place your bid as we 100% skip your bid.","AJAX, Debugging, Javascript, MySQL, PHP",https://www.freelancer.com/projects/php/php-jquery-24377228/
Quick Laravel bug fix,$136,"My webiste has been built with laravel framework.
I am not sure the laravel version.
I updated php version with lastest version and my websites has some bugs so I need someone who can fix this quickly.
Should be confident in CentoOS system management.","HTML, Laravel, MySQL, Website Design",https://www.freelancer.com/projects/laravel/quick-laravel-bug-fix/
custom WordPress PHP developer,$81,I need my website re-design and customize to my expectations. the website is [login to view URL],"MySQL, PHP, Website Design, WordPress",https://www.freelancer.com/projects/mysql/custom-wordpress-php-developer/
php expert,$173,I want a php [login to view URL] expert,"HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/php-expert-24376719/
Need a Laravel developer,$369,"Looking for a Laravel developer, who can convert existing PHP code to laravel. We have two different templates one with laravel frame work and another one is on PHP 5. 
> It is basically a WebApp where we have an Exam software which needs to be integrated with a Laravel Template (which contains Landing page/Dashboard/Blog,etc.) which we already have","Graphic Design, HTML, Laravel, PHP, Website Design",https://www.freelancer.com/projects/php/need-laravel-developer-24375499/
Need PHP and Mysql Devloper,$4/hr,"Hi I have an existing in PHP source code need to fixed all the errors and live the site in localhost. its a netbeans project.
Candidate must willing to work via remote desktop.","MySQL, Netbeans, PHP, phpMyAdmin",https://www.freelancer.com/projects/blog-install/need-php-mysql-devloper/
agnet/website carection 2 -- 5,$3/hr,"I want website correction as for [login to view URL] and [login to view URL], mobile and desktop version and som development in the PHP worklist
Some work
[login to view URL] image
2. email template 
[login to view URL] function website in in website in in Hindi
4. Facebook login and secret ID and [login to view URL] profile review
6. astrologer","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/agnet-website-carection-24374694/
I need php Expert for uploading image code,$5/hr,I need a exper [login to view URL] have rich php knowledge,"Blog Install, Graphic Design, PHP, Website Design",https://www.freelancer.com/projects/blog-install/need-php-expert-for-uploading/
Need New Module development and customisations in the WoWonder application,$108,"...application.
Customisations: smaller changes in the existing php application functionality wise and feature wise.
Development of new Module:  In this, I want a new entity set with its own set of functions.

The work quality must be excellent and you must have  tremendous experience with PHP.
If you have experience with Wowonder, you will be preferred","HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/need-new-module-development/
PHP MYSQL mathematical website  PHP MYSQL,$492,"Hi im looking for a programmer to help build me a dynamic website for Mathematics.
- as a responsive template we can use https://www.oscommerce.com/Products&Download=oscom2ce-phoenix-v1.0.5.0
then modify it for our needs to a nice template.
if u can help me find a template that would be good.

- the site will involve mathematical sections for to help school and college students.
- it will also...","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-mysql-mathematical-website-php/
(PHP) MATHEMATICAL RESEARCH PROJECT,$160,"i need a skilled coder to write me a program in php which will compute values on the screen and transfer them into a grid.

e.g suppose i ask u to make me a 3x3 grid with 9 numbers as follows.

1 2 3
4 5 6
7 8 9

this is a simple grid with the numbers increasing by 1 each time row by row.
suppose i said make another one with starting value 1 and an","HTML, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/php-mathematical-research-project/
Corona Delease Chart Page Add on WP,$169,"I want to make corona chart site and it will useful for many people.
I need to a freelancer that have 10 years experiences and English excellent for that....chart site and it will useful for many people.
I need to a freelancer that have 10 years experiences and English excellent for that.
skills: javascript, html, css, wp plugin, php
who can help me?","CSS, HTML, Javascript, PHP, WordPress",https://www.freelancer.com/projects/wordpress/corona-delease-chart-page-add/
Build a me website,$692,I need javascript and php expert,"Graphic Design, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/build-website-24373339/
School Payment Portal,$18/hr,"I’m looking for a full stack developer that can help me create a web app using a backend in Python or PHP and a front end using Angular or VUE.

The project is to create an data entry system for our school that handles current and future payments. We would like to add online payment section where parents can pay the school tuition online.

The system","Django, HTML, Javascript, PHP, Python",https://www.freelancer.com/projects/django/school-payment-portal/
help me to build easy logic php mysql,$21,help me to build easy logic php mysql,"HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/help-build-easy-logic-php/
Looking for a laravel Expert.,$118,"Hello everyone.
I am running a website on centOS 7 based server.
I did following 2 action but there was error in laravel projcet,
I added an extension into php. ini file.
And I  edited the crontab file on the server.
After these actions, server(Laravel not working also)
""Content-type: text/html; charset=UTF-8"", this error occurs every time for every","Apache, Laravel, Linux, MySQL, PHP",https://www.freelancer.com/projects/laravel/looking-for-laravel-expert-24370655/
FreePBX custom php user call report page,$213,"...Asterisk call records and differences between queue records and call records and call transfers are required, please don't apply otherwise.

Need a simple web-page based on PHP that we can have connect to the asterisk mysql database  tables (remotely)  on our FreePBX [login to view URL] system and offer a date range (Default being the last week) to choose and","Asterisk PBX, MySQL, PHP",https://www.freelancer.com/projects/asterisk-pbx/freepbx-custom-php-user-call/
Highly Skilles PHP Developer needed -- 2,$1342,"Hi there,
we are looking for a highly skilled PHP developer who is able to code difficult functions for a subscription platform. He/She should also be aware of Google Cloud.","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/highly-skilles-php-developer-needed-24370444/
Integration with Codeigniter 3,$126,"Looking to hire a PHP developer to implement open source software written in Compiled C, PHP, and HTML. Our application uses Codeigniter 3 (latest version).

We need help in determining the best method for integration. We predict the job to take approximately 5-10 hours. Based on your initial performance, we may extend the job.

You MUST have very good","C++ Programming, Codeigniter, MySQL, PHP",https://www.freelancer.com/projects/php/integration-with-codeigniter/
Create invoice system in PHP mysql,$23,"Required to create invoice system using PHP and mysql, with edit , delete option. And
 autosearch option for item name , price etc. .,","HTML, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/create-invoice-system-php-mysql/
Looking for a part-time to full-time VoIP developer,$22/hr,DLS Internet Services is a small Chicago-based VoIP service provider. We offer hosted PBX service that utilize our PHP-based software that is based on Asterisk 11. DLS is looking to augment it's team with a VoIP developer who can help moving our product forward and help integrate various 3rd party solutions into our platform.,"Asterisk PBX, Java, Linux, PHP, VoIP",https://www.freelancer.com/projects/asterisk-pbx/looking-for-part-time-full/
Website created in php I want to do some changes,$24,I need some changes to an existing website.,"Graphic Design, PHP, Website Design",https://www.freelancer.com/projects/graphic-design/website-created-php-want-some/
Integrating PayPal Commerce Platform in Webshop,$695,"...[login to view URL]
-	Lean code: avoid repetitive code and work with dynamic functions, rather than writing the same code twice
-	Clean PHP error log, no warnings, no notices
-	Functions are properly separated from frontend file pages and can be used within the plugin
-	Add adequate comments to explain what’s happening","eCommerce, HTML, PayPal API, PHP, WordPress",https://www.freelancer.com/projects/php/integrating-paypal-commerce-platform/
Mobile Application Developer on Monthly basis,$391,"Android developer, preferably with excellent knowledge of PHP MySQL also

For development of Mobile Applications

Daily 8 hours minimum for at least 22 days a month","Android, Mobile App Development, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/android/mobile-application-developer-monthly/
PHP developer needed for 1 hour task - 500 INR per hour,$6/hr,"PHP developer needed for 1 hour task - 500 INR per hour, should start now",PHP,https://www.freelancer.com/projects/php/php-developer-needed-for-hour/
Build a me web site,$476,I need javascript and php expert,"Graphic Design, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/build-web-site-24368348/
[PHP] Looking for a Laravel developer,$200,"Hi, I am looking for a Laravel developer that can continue development of my project.","Javascript, Laravel, MySQL, PHP, React.js",https://www.freelancer.com/projects/laravel/php-looking-for-laravel-developer/
Implement Apple,$20/hr,"We are looking for a highly experienced developer to help integrate Apple Pay as well as Klarna into our custom PhP Website PIcturesOnGold.com. The ideal candidate will have done Apple Pay integration before and have a complete understanding of custom payment integrations.

Entry level developers please don't apply, we are looking for someone highly","Payment Gateway Integration, PHP",https://www.freelancer.com/projects/payment-gateway-integration/implement-apple/
Build a me website,$466,I am looking for javascript and php expert,"Graphic Design, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/build-website-24367555/
Rest API on PHP for UNITY application,$189,"I have UNITY app for Android,IOS and WEB. Need to implement user authentication with email...Need to implement user authentication with email and mobile OTP , file storage for user, and other stuff as mentioned in attached document. Need someone to build REST API in PHP along with back-end user management. Also need to setup razorpay payment gateway.","MySQL, PHP, RESTful API, Unity 3D",https://www.freelancer.com/projects/mysql/rest-api-php-for-unity/
School Payment Portal,$576,"I’m looking for a full stack developer that can help me create a web app using a backend in Python or PHP and a front end using Angular or VUE. 

The project is to create an data entry system for our school that handles current and future payments. We would like to add online payment section where parents can pay the school tuition online. 

The system","Angular.js, HTML5, PHP, Python, Vue.js",https://www.freelancer.com/projects/html-five/school-payment-portal/
Astrology PHP WordPress Woo-commerce programmer,$2690,"We are looking for a Pro WordPress / Woocommerce developer that is also an Astrology Pro.

We will be using [login to view URL] and / [login to view URL] So you need to have experiece with this library.

We need an Astrology Genius, so you must have experience with Astrology.

We will be building","PHP, Plugin, Software Architecture, WordPress",https://www.freelancer.com/projects/php/astrology-php-wordpress-woo-commerce/
Build pages with branding using Elementor,$16/hr,"...web site [login to view URL]

Company need a person who can deal with the site and create different solutions in wordpress site.
Used tools: Elementor, Woocommerce, Custom PHP code, ACF

At the moment, you need to create pages by layout on Elementor. The whole site is assembled on Elementor, so most of the elements are already there - you need to replace","Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/build-pages-with-branding-using/
Help with these tasks BId only if you can do them today -- -- --,$24,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid-24366660/
Payumoney payment integration for my website,$37,"...website name  [login to view URL] 
(what to do) --
First click on book now button from any price category to book and it send the value to other page name room_details/php, where to set all the form value with two radio button option Paynow or Pay at hotel, when a user click on pay at hotel it with all the form details to insert database and throw","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/payumoney-payment-integration-for/
some works on mobile theme,$136,"...of image on desktop version. but on mobiles it's not working smooth and nice. it's using Ajax load plugin (some freelancer applied it). we need to modify it's setting or use theme inbuild loading.
3) load fews news then we scroll down. now when i go down and ajax load a lot news at once and overloading CPU on my server.

Please don't put high bigs. it's","AJAX, CSS, Javascript, PHP, WordPress",https://www.freelancer.com/projects/wordpress/some-works-mobile-theme/
Need nginx and php guy,$23,"Hello!

I have php script which I want to run on nginx server. There are some htaccess rules that should working on nginx. Also, there may need some custom works for the php script to make it works on nginx - not sure about that.","Linux, Nginx, PHP",https://www.freelancer.com/projects/nginx/need-nginx-php-guy/
Help with these tasks BId only if you can do them today -- -- -- 2,$21,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid-24366291/
Help with these tasks BId only if you can do them today -- --,$28,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid-24366199/
Help with these tasks BId only if you can do them today --,$34,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid-24365902/
Spreadsheet - Invoice,$82,"To finish an Invoice Template with LibreOffice on a Spreadsheet. Involves additions and multiplications of fillable Cells, on Spreadsheet. Cells for ...should be filled with previously made png files, if possible.
Very good knowledge of LibreOffice is required ! Only Linux system is used - no Windows or Web Pages, no HTM or php, etc. Just LibreOffice.",Software Architecture,https://www.freelancer.com/projects/software-architecture/spreadsheet-invoice/
need good knowledge andriod developer who also know php,$29,"need good knowledge andriod developer who also know php, push notification bug fix,
or make new ly  push notification in app","Android, HTML5, iPhone, Mobile App Development, PHP",https://www.freelancer.com/projects/android/need-good-knowledge-andriod-developer-24365867/
Help with these tasks BId only if you can do them today,$25,"PHP looking for someone. I need it done today. I'm also looking for someone to finish other tasks after this one, more of a long term relationship","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/html/help-with-these-tasks-bid/
Website development,$5/hr,"Looking someone to develop the back end of a travel portal. Need someone who knows coding (php, java).","HTML, Java, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/website-development-24365488/
fresher php laravel expert developer required on monthly basis.,$129,I need an existing website rebuilt. I need individual fresher php laravel honest and expert developers on monthly basis at cheap rates for our company.,"Graphic Design, Laravel, PHP, Website Design",https://www.freelancer.com/projects/laravel/fresher-php-laravel-expert-developer/
authorize.net api issue,$30,[login to view URL] api issue in a php solution after recent updates on [login to view URL] services & network,".NET, C# Programming, HTML, PHP, Software Architecture",https://www.freelancer.com/projects/php/authorize-net-api-issue/
Mantis Email notification is working,$18,I have problem with Mantis (PHP) bug Tracker. Email configuration is fine but notification is not coming.,"MySQL, PHP",https://www.freelancer.com/projects/php/mantis-email-notification-working/
Change from Stripe to Paypal payment gateway & adding discount coupons - Built with AJAX,$155,"4 task please check google doc:
[login to view URL]","AJAX, HTML, Javascript, PayPal API, PHP",https://www.freelancer.com/projects/php/change-from-stripe-paypal-payment/
Need an experieced PHP backend developer,$17/hr,"I am looking for an experienced PHP backend developer with extensive knowledge of WooCommerce and custom plugins. 

The developer should be experienced with WooCommerce CRUD Objects.","HTML, JSON, MySQL, PHP, WooCommerce",https://www.freelancer.com/projects/php/need-experieced-php-backend-developer/
Upload shipping costs to my PHP javaScript HTML MySQL based store via EXCEL,$78,"Hi,
 i want to upload and update the shipping costs via excel file to my store. (see attachment)

Store are coded based on PHP, javaScript, HTML, MySQL","C Programming, Java, PHP, Software Architecture, Visual Basic",https://www.freelancer.com/projects/php/upload-shipping-costs-php-javascript/
Customize Laravel Project- Management System,$253,"Please have very good knowledge of PHP- Laravel need you to work on a project

Kindly share SAAS projects if you have any","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/customize-laravel-project-management/
PHP EXPERT DEVELOPER NEEDED,$153,"Are you confident at PHP ?

What I want is I want to render mp4 video after editing video using PHP.
[login to view URL]
As you can see, you can import video and images and text and objects.
after all these, I can export from my edited video..

That is what I want.
Can you do this ?
If then, bid.","CSS, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/php-expert-developer-needed-22442469/
Xibo CMS - developer / consultant for custom Widget needed,$2617,"...configuration and Widget/Module development, for a Digital Signage product. In order to complete this assignment you would be need to be familiar with the following technologies:

* PHP, JavaScript, CSS, 
* Amazon Web Services (existing CodeBuild & CodeDeploy and EC2 environment)
* Linux  (Ubuntu)
* C++ basics (Not absolutely necessary, but might come handy)","HTML, Javascript, Linux, PHP, Website Design",https://www.freelancer.com/projects/php/xibo-cms-developer-consultant-for/
Creación de  2 sistemas muy pequeños,$270,"...diseño sebe utilizar la plantilla Admin LTE en su última versión 
[login to view URL]

Para la creación del back end se debe utilizar php puro orientado a objetos con sus  4 respectivas capas:

Vistas: contiene las paginas html que vé el usuario

Entidad: contiene las propiedad de un objeto (también llamado modelo)","AJAX, Javascript, jQuery, Object Oriented Programming (OOP), PHP",https://www.freelancer.com/projects/php/creaci-sistemas-muy-peque/
Desarrollador PHP Codeigniter API  XML,$16/hr,"Necesitamos terminar un p...de datos, esta sería una primera fase para ver la valía del candidato y si todo es correcto continuar el proyecto con más desarrollos. necesitamos a gente experimentada con PHP Codeigniter API  XML, a ser posible de España y si es de Málaga se valorará mucho ya que sería interesante poder tener reuniones esporadica...","Codeigniter, MySQL, PHP, Software Architecture, XML",https://www.freelancer.com/projects/php/desarrollador-php-codeigniter-api-xml/
Configurar Secure Acceptande cybersource en wordpress,$50,Configurar Secure Acceptande cybersource en wordpress el php para agregarlo como plugin si es posible,"PHP, WordPress",https://www.freelancer.com/projects/php/configurar-secure-acceptande-cybersource/
Integrar MercadoPago,$25,"Se necesita integrar mercadopago, una lista de botones de  en modo chekout en php.","eCommerce, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/integrar-mercadopago-24455550/
PHP парсер для сбора и ведения статистики активности пользователей на различных форумах -- 2,$441,"PHP парсер для сбора и ведения статистики активности пользователей на различных форумах.

Смотрите задание в прикрепленном файле. PHP 7+.","Laravel, MySQL, PHP",https://www.freelancer.com/projects/laravel/php/
Desarrollo Multi-Tenant para vTiger CRM -- 2,$1288,"Necesitamos convertir vTiger 7.20 CRM ( desarrollo open Source en php ) en Multitenant.

Se necesita: 
* una pagina de administracion donde gestionar a los clientes ( tenant ) con los datos habituales de facturación y contacto.
* pagina de alta y prueba gratuita durante un tiempo que definiremos en algún parámetro. Tras el cual se bloquearía el acceso","CRM, HTML, MySQL, PHP, vTiger",https://www.freelancer.com/projects/crm/desarrollo-multi-tenant-para-vtiger/
Mostrar pantalla en sitio web a traves de un CSV.,$165,"Se requiere experiencia en PHP/MYSQL con csv.
Tengo unos csv cuya información debe mostrarse en una pantalla de un panel de administracion.","HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/mostrar-pantalla-sitio-web-traves/
Recuperer depuis shell du text,$24,"Bonjour,
Je souhaite recuperer et afficher des valeurs de shell dans mon site web en php.

Je cherche quelqu'un qui peut m'aider.

Merci","Linux, PHP, Shell Script",https://www.freelancer.com/projects/linux/recuperer-depuis-shell-text/
